Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)
7021	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	Jouez avec votre cousin.	1	Opp#1 ANSWER	2005-08-11 01:09:11	2005-08-11 01:09:22		2005-08-11 01:09:27	16	.	16	incorrect	2	0	0	.	Single-KC	72	0.5944	KC389	1	
7022	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	Chante pour nous.	1	Opp#1 ANSWER	2005-08-11 01:09:27	2005-08-11 01:09:34		2005-08-11 01:09:35	8	.	8	incorrect	3	0	0	.	Single-KC	73	0.5942	KC421	1	
7023	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	Il y a quelqu'un à la porte.	1	Opp#1 ANSWER	2005-08-11 01:09:35	2005-08-11 01:09:51		2005-08-11 01:09:52	17	.	17	incorrect	3	0	0	.	Single-KC	74	0.5940	KC61	1	
7024	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	Sois gentil.	1	Opp#1 ANSWER	2005-08-11 01:09:52	2005-08-11 01:10:05		2005-08-11 01:10:08	16	.	16	incorrect	3	0	0	.	Single-KC	75	0.5938	KC230	1	
7025	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	le théâtre	1	Opp#2 ANSWER	2005-08-11 01:10:08	2005-08-11 01:10:19	2005-08-11 01:10:19	2005-08-11 01:10:19	11	11	.	correct	0	0	1	.	Single-KC	76	0.5936	KC414	1	
7026	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	une actrice	1	Opp#2 ANSWER	2005-08-11 01:10:19	2005-08-11 01:10:24	2005-08-11 01:10:24	2005-08-11 01:10:24	5	5	.	correct	0	0	1	.	Single-KC	77	0.5934			
7027	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	un metteur en scène	1	Opp#2 ANSWER	2005-08-11 01:10:24	2005-08-11 01:10:30	2005-08-11 01:10:30	2005-08-11 01:10:30	6	6	.	correct	0	0	1	.	Single-KC	78	0.5932	KC340	1	
7028	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	un compositeur	1	Opp#2 ANSWER	2005-08-11 01:10:30	2005-08-11 01:10:41	2005-08-11 01:10:41	2005-08-11 01:10:41	11	11	.	correct	0	0	1	.	Single-KC	79	0.5930			
7029	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	du Maghreb	1	Opp#2 ANSWER	2005-08-11 01:10:41	2005-08-11 01:10:50	2005-08-11 01:10:50	2005-08-11 01:10:50	9	9	.	correct	0	0	1	.	Single-KC	80	0.5928	KC1	1	
7030	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	immigré en situation régulière	1	Opp#2 ANSWER	2005-08-11 01:10:50	2005-08-11 01:10:57	2005-08-11 01:10:57	2005-08-11 01:10:57	7	7	.	correct	0	0	1	.	Single-KC	81	0.5926	KC112	1	
7031	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	la laïcité et la religion	1	Opp#2 ANSWER	2005-08-11 01:10:57	2005-08-11 01:11:08	2005-08-11 01:11:08	2005-08-11 01:11:08	11	11	.	correct	0	0	1	.	Single-KC	82	0.5925	KC204	1	
7032	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	catholique pratiquant	1	Opp#2 ANSWER	2005-08-11 01:11:08	2005-08-11 01:11:15	2005-08-11 01:11:15	2005-08-11 01:11:15	7	7	.	correct	0	0	1	.	Single-KC	83	0.5923	KC120	1	
7033	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	athée affirmé	1	Opp#2 ANSWER	2005-08-11 01:11:15	2005-08-11 01:11:20	2005-08-11 01:11:20	2005-08-11 01:11:20	5	5	.	correct	0	0	1	.	Single-KC	84	0.5921	KC127	1	
7034	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	un chanteur	1	Opp#2 ANSWER	2005-08-11 01:11:20	2005-08-11 01:11:42	2005-08-11 01:11:42	2005-08-11 01:11:42	22	22	.	correct	0	0	1	.	Single-KC	85	0.5919	KC426	1	
7035	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	les syndicats	1	Opp#2 ANSWER	2005-08-11 01:11:42	2005-08-11 01:11:58		2005-08-11 01:11:59	17	.	17	incorrect	3	0	0	.	Single-KC	86	0.5917	KC142	1	
7036	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	les patrons	1	Opp#2 ANSWER	2005-08-11 01:11:59	2005-08-11 01:12:15	2005-08-11 01:12:15	2005-08-11 01:12:15	16	16	.	correct	0	0	1	.	Single-KC	87	0.5915	KC206	1	
7037	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	homme d'affaires	1	Opp#2 ANSWER	2005-08-11 01:12:15	2005-08-11 01:12:22	2005-08-11 01:12:22	2005-08-11 01:12:22	7	7	.	correct	0	0	1	.	Single-KC	88	0.5913	KC364	1	
7038	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	un chirurgien	1	Opp#2 ANSWER	2005-08-11 01:12:22	2005-08-11 01:12:27	2005-08-11 01:12:27	2005-08-11 01:12:27	5	5	.	correct	0	0	1	.	Single-KC	89	0.5911	KC205	1	
7039	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	un juge	2	Opp#2 ANSWER	2005-08-11 01:12:27	2005-08-11 01:12:37		2005-08-11 01:12:38	11	.	11	incorrect	3	0	0	.	Single-KC	90	0.5909	KC229	1	
7040	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	tout à fait possible	2	Opp#2 ANSWER	2005-08-11 01:12:38	2005-08-11 01:12:48	2005-08-11 01:12:48	2005-08-11 01:12:48	10	10	.	correct	0	0	1	.	Single-KC	91	0.5907	KC298	1	
7041	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	un travail qui m'intéresse	2	Opp#2 ANSWER	2005-08-11 01:12:48	2005-08-11 01:12:53	2005-08-11 01:12:53	2005-08-11 01:12:53	5	5	.	correct	0	0	1	.	Single-KC	92	0.5905	KC371	1	
7042	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	un habitant de la ville où vous habitez	2	Opp#2 ANSWER	2005-08-11 01:12:53	2005-08-11 01:12:59	2005-08-11 01:12:59	2005-08-11 01:12:59	6	6	.	correct	0	0	1	.	Single-KC	93	0.5903	KC90	1	
7043	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	poser des questions	2	Opp#2 ANSWER	2005-08-11 01:12:59	2005-08-11 01:13:04	2005-08-11 01:13:04	2005-08-11 01:13:04	5	5	.	correct	0	0	1	.	Single-KC	94	0.5901	KC38	1	
7044	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	s'entendre	2	Opp#2 ANSWER	2005-08-11 01:13:04	2005-08-11 01:13:11	2005-08-11 01:13:11	2005-08-11 01:13:11	7	7	.	correct	0	0	1	.	Single-KC	95	0.5899	KC386	1	
7045	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	Je propose un toast.	2	Opp#2 ANSWER	2005-08-11 01:13:11	2005-08-11 01:13:18	2005-08-11 01:13:18	2005-08-11 01:13:18	7	7	.	correct	0	0	1	.	Single-KC	96	0.5897			
7046	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	Parlez plus fort.	2	Opp#2 ANSWER	2005-08-11 01:13:18	2005-08-11 01:13:37	2005-08-11 01:13:37	2005-08-11 01:13:37	19	19	.	correct	0	0	1	.	Single-KC	97	0.5895	KC266	1	
7047	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	Parle plus fort.	2	Opp#2 ANSWER	2005-08-11 01:13:37	2005-08-11 01:13:48		2005-08-11 01:13:49	12	.	12	incorrect	3	0	0	.	Single-KC	98	0.5893	KC209	1	
7048	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	Jouez avec votre cousin.	2	Opp#2 ANSWER	2005-08-11 01:13:49	2005-08-11 01:14:10		2005-08-11 01:14:11	22	.	22	incorrect	2	0	0	.	Single-KC	99	0.5892	KC139	1	
7049	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	Chante pour nous.	2	Opp#2 ANSWER	2005-08-11 01:14:11	2005-08-11 01:14:18	2005-08-11 01:14:18	2005-08-11 01:14:18	7	7	.	correct	0	0	1	.	Single-KC	100	0.5890	KC121	1	
7050	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	Il y a quelqu'un à la porte.	2	Opp#2 ANSWER	2005-08-11 01:14:18	2005-08-11 01:14:23	2005-08-11 01:14:23	2005-08-11 01:14:23	5	5	.	correct	0	0	1	.	Single-KC	101	0.5888	KC53	1	
7051	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	Sois gentil.	2	Opp#2 ANSWER	2005-08-11 01:14:23	2005-08-11 01:14:37		2005-08-11 01:14:38	15	.	15	incorrect	3	0	0	.	Single-KC	102	0.5886	KC283	1	
7052	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	les syndicats	2	Opp#3 ANSWER	2005-08-11 01:14:38	2005-08-11 01:15:00		2005-08-11 01:15:01	23	.	23	incorrect	3	0	0	.	Single-KC	103	0.5884	KC408	1	
7053	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	un juge	3	Opp#3 ANSWER	2005-08-11 01:15:01	2005-08-11 01:15:16		2005-08-11 01:15:22	21	.	21	incorrect	3	0	0	.	Single-KC	104	0.5882			
7054	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	Parle plus fort.	3	Opp#3 ANSWER	2005-08-11 01:15:22	2005-08-11 01:15:39	2005-08-11 01:15:39	2005-08-11 01:15:39	17	17	.	correct	0	0	1	.	Single-KC	105	0.5880			
7055	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	Jouez avec votre cousin.	3	Opp#3 ANSWER	2005-08-11 01:15:39	2005-08-11 01:15:47	2005-08-11 01:15:47	2005-08-11 01:15:47	8	8	.	correct	0	0	1	.	Single-KC	106	0.5878			
7056	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	Sois gentil.	3	Opp#3 ANSWER	2005-08-11 01:15:47	2005-08-11 01:15:59	2005-08-11 01:15:59	2005-08-11 01:15:59	12	12	.	correct	0	0	1	.	Single-KC	107	0.5876			
7057	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	les syndicats	3	Opp#4 ANSWER	2005-08-11 01:15:59	2005-08-11 01:16:09	2005-08-11 01:16:09	2005-08-11 01:16:09	10	10	.	correct	0	0	1	.	Single-KC	108	0.5874			
7058	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	un juge	4	Opp#4 ANSWER	2005-08-11 01:16:09	2005-08-11 01:16:13	2005-08-11 01:16:13	2005-08-11 01:16:14	5	5	.	correct	0	0	2	.	Single-KC	109	0.5872			
7059	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	le théâtre	2	Opp#1 ANSWER	2005-08-12 00:47:48	2005-08-12 00:47:48		2005-08-12 00:47:50	2	.	2	incorrect	3	0	0	.	Single-KC	110	0.5870	KC281	1	
7060	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	un acteur	1	Opp#1 ANSWER	2005-08-12 00:47:50	2005-08-12 00:48:03	2005-08-12 00:48:03	2005-08-12 00:48:03	13	13	.	correct	0	0	1	.	Single-KC	111	0.5868	KC33	1	
7061	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	une actrice	2	Opp#1 ANSWER	2005-08-12 00:48:03	2005-08-12 00:48:08		2005-08-12 00:48:29	26	.	26	incorrect	3	0	0	.	Single-KC	112	0.5866	KC35	1	
7062	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	un metteur en scène	2	Opp#1 ANSWER	2005-08-12 00:48:29	2005-08-12 00:48:48		2005-08-12 00:48:48	18.999	.	18.999	incorrect	3	0	0	.	Single-KC	113	0.5864	KC390	1	
7063	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	un compositeur	2	Opp#1 ANSWER	2005-08-12 00:48:48	2005-08-12 00:49:08		2005-08-12 00:49:12	24	.	24	incorrect	2	0	0	.	Single-KC	114	0.5862	KC285	1	
7064	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	du Maghreb	2	Opp#1 ANSWER	2005-08-12 00:49:12	2005-08-12 00:49:18		2005-08-12 00:49:19	7	.	7	incorrect	3	0	0	.	Single-KC	115	0.5860	KC437	1	
7065	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	immigré en situation régulière	2	Opp#1 ANSWER	2005-08-12 00:49:19	2005-08-12 00:51:12		2005-08-12 00:51:12	113.001	.	113.001	incorrect	3	0	0	.	Single-KC	116	0.5858	KC381	1	
7066	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	la laïcité et la religion	2	Opp#1 ANSWER	2005-08-12 00:51:12	2005-08-12 00:51:30		2005-08-12 00:51:30	18	.	18	incorrect	3	0	0	.	Single-KC	117	0.5856	KC255	1	
7067	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	catholique pratiquant	2	Opp#1 ANSWER	2005-08-12 00:51:30	2005-08-12 00:51:47		2005-08-12 00:51:48	18	.	18	incorrect	3	0	0	.	Single-KC	118	0.5855	KC211	1	
7068	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	athée affirmé	2	Opp#1 ANSWER	2005-08-12 00:51:48	2005-08-12 00:52:06		2005-08-12 00:52:06	18	.	18	incorrect	3	0	0	.	Single-KC	119	0.5853	KC304	1	
7069	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	un chanteur	2	Opp#1 ANSWER	2005-08-12 00:52:06	2005-08-12 00:52:27		2005-08-12 00:52:28	22	.	22	incorrect	3	0	0	.	Single-KC	120	0.5851	KC173	1	
7070	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	les syndicats	4	Opp#1 ANSWER	2005-08-12 00:52:28	2005-08-12 00:52:45		2005-08-12 00:52:46	18	.	18	incorrect	3	0	0	.	Single-KC	121	0.5849	KC429	1	
7071	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	les patrons	2	Opp#1 ANSWER	2005-08-12 00:52:46	2005-08-12 00:52:46		2005-08-12 00:53:03	17	.	17	incorrect	3	0	0	.	Single-KC	122	0.5847	KC20	1	
7072	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	une chanteuse	1	Opp#1 ANSWER	2005-08-12 00:53:03	2005-08-12 00:53:12	2005-08-12 00:53:12	2005-08-12 00:53:12	9	9	.	correct	0	0	1	.	Single-KC	123	0.5845	KC273	1	
7073	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	homme d'affaires	2	Opp#1 ANSWER	2005-08-12 00:53:12	2005-08-12 00:53:24		2005-08-12 00:53:25	13	.	13	incorrect	3	0	0	.	Single-KC	124	0.5843	KC444	1	
7074	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L4a2	un chirurgien	2	Opp#1 ANSWER	2005-08-12 00:53:25	2005-08-12 00:58:48		2005-08-12 00:58:49	324	.	324	incorrect	3	0	0	.	Single-KC	125	0.5841	KC406	1	
7075	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	En général, je mange trois repas par jour.	1	Opp#1 ANSWER	2006-02-12 21:49:42	2006-02-12 21:49:42		2006-02-12 21:49:43	1	.	1	incorrect	3	0	0	.	Single-KC	126	0.5839	KC240	1	
7076	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Le matin, je n'ai pas faim.	1	Opp#1 ANSWER	2006-02-12 21:49:43	2006-02-12 21:50:11		2006-02-12 21:50:24	41	.	41	incorrect	3	0	0	.	Single-KC	127	0.5837	KC89	1	
7077	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Je n'ai pas envie de manger.	1	Opp#1 ANSWER	2006-02-12 21:50:24	2006-02-12 21:50:49		2006-02-12 21:50:56	32	.	32	incorrect	3	0	0	.	Single-KC	128	0.5835	KC13	1	
7078	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Mais j'ai besoin de manger.	1	Opp#1 ANSWER	2006-02-12 21:50:56	2006-02-12 21:51:12		2006-02-12 21:51:13	17	.	17	incorrect	3	0	0	.	Single-KC	129	0.5833	KC370	1	
7079	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Alors je mange un peu.	1	Opp#1 ANSWER	2006-02-12 21:51:13	2006-02-12 21:51:33	2006-02-12 21:51:33	2006-02-12 21:51:33	20	20	.	correct	0	0	1	.	Single-KC	130	0.5831	KC221	1	
7080	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Je prends du pain avec du beurre et de la confiture.	1	Opp#1 ANSWER	2006-02-12 21:51:33	2006-02-12 21:51:40		2006-02-12 21:51:41	8	.	8	incorrect	3	0	0	.	Single-KC	131	0.5829	KC125	1	
7081	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Je bois du café.	1	Opp#1 ANSWER	2006-02-12 21:51:41	2006-02-12 21:53:04		2006-02-12 21:53:08	87	.	87	incorrect	3	0	0	.	Single-KC	132	0.5827	KC295	1	
7082	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Je ne prends pas de lait dans mon café.	1	Opp#1 ANSWER	2006-02-12 21:53:08	2006-02-12 21:53:52		2006-02-12 21:53:52	44.001	.	44.001	incorrect	3	0	0	.	Single-KC	133	0.5825	KC333	1	
7083	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Parce que j'ai horreur du lait.	1	Opp#1 ANSWER	2006-02-12 21:53:52	2006-02-12 21:54:17		2006-02-12 21:54:17	24.999	.	24.999	incorrect	3	0	0	.	Single-KC	134	0.5823	KC136	1	
7084	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	J'adore le café.	1	Opp#1 ANSWER	2006-02-12 21:54:17	2006-02-12 21:54:39		2006-02-12 21:54:57	40	.	40	incorrect	3	0	0	.	Single-KC	135	0.5821	KC7	1	
7085	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	A midi, je mange au restau-u avec mes amis.	1	Opp#1 ANSWER	2006-02-12 21:54:57	2006-02-12 21:55:17		2006-02-12 21:55:18	21	.	21	incorrect	3	0	0	.	Single-KC	136	0.5819	KC101	1	
7086	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Je prends souvent un sandwich ou une pizza.	1	Opp#1 ANSWER	2006-02-12 21:55:18	2006-02-12 22:01:19		2006-02-12 22:01:21	363	.	363	incorrect	3	0	0	.	Single-KC	137	0.5817	KC247	1	
7087	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Le soir je mange chez moi avec mes parents.	1	Opp#1 ANSWER	2006-02-12 22:01:21	2006-02-12 22:10:16		2006-02-12 22:10:20	539	.	539	incorrect	3	0	0	.	Single-KC	138	0.5816	KC315	1	
7088	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Nous mangeons un repas complet.	1	Opp#1 ANSWER	2006-02-12 22:27:53	2006-02-12 22:27:53		2006-02-12 22:28:10	17	.	17	incorrect	3	0	0	.	Single-KC	139	0.5814	KC156	1	
7089	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Avec une_entrée, un plat principal, du fromage et un dessert.	1	Opp#1 ANSWER	2006-02-12 22:28:10	2006-02-12 22:28:22		2006-02-12 22:28:22	12	.	12	incorrect	3	0	0	.	Single-KC	140	0.5812	KC276	1	
7090	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Mes parents boivent du vin.	1	Opp#1 ANSWER	2006-02-12 22:28:22	2006-02-12 22:28:44	2006-02-12 22:28:44	2006-02-12 22:28:44	22	22	.	correct	0	0	1	.	Single-KC	141	0.5810	KC68	1	
7091	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Moi, je n'aime pas le vin.	1	Opp#1 ANSWER	2006-02-12 22:28:44	2006-02-12 22:29:10		2006-02-12 22:29:15	31	.	31	incorrect	3	0	0	.	Single-KC	142	0.5808	KC57	1	
7092	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Mais j'ai souvent très soif.	1	Opp#1 ANSWER	2006-02-12 22:29:15	2006-02-12 22:29:30		2006-02-12 22:29:32	17	.	17	incorrect	3	0	0	.	Single-KC	143	0.5806	KC331	1	
7093	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Je bois donc de l'eau.	1	Opp#1 ANSWER	2006-02-12 22:29:32	2006-02-12 22:29:56		2006-02-12 22:29:58	26	.	26	incorrect	3	0	0	.	Single-KC	144	0.5804	KC203	1	
7094	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	En général, je mange trois repas par jour.	2	Opp#2 ANSWER	2006-02-12 22:29:58	2006-02-12 22:30:05	2006-02-12 22:30:05	2006-02-12 22:30:05	7	7	.	correct	0	0	1	.	Single-KC	145	0.5802	KC446	1	
7095	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Le matin, je n'ai pas faim.	2	Opp#2 ANSWER	2006-02-12 22:30:05	2006-02-12 22:30:13	2006-02-12 22:30:13	2006-02-12 22:30:13	8	8	.	correct	0	0	1	.	Single-KC	146	0.5800	KC16	1	
7096	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Je n'ai pas envie de manger.	2	Opp#2 ANSWER	2006-02-12 22:30:13	2006-02-12 22:30:19	2006-02-12 22:30:19	2006-02-12 22:30:19	6	6	.	correct	0	0	1	.	Single-KC	147	0.5798	KC161	1	
7097	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Mais j'ai besoin de manger.	2	Opp#2 ANSWER	2006-02-12 22:30:19	2006-02-12 22:30:24	2006-02-12 22:30:24	2006-02-12 22:30:24	5	5	.	correct	0	0	1	.	Single-KC	148	0.5796	KC351	1	
7098	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Je prends du pain avec du beurre et de la confiture.	2	Opp#2 ANSWER	2006-02-12 22:30:24	2006-02-12 22:30:30	2006-02-12 22:30:30	2006-02-12 22:30:30	6	6	.	correct	0	0	1	.	Single-KC	149	0.5794	KC384	1	
7099	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Je bois du café.	2	Opp#2 ANSWER	2006-02-12 22:30:30	2006-02-12 22:30:45	2006-02-12 22:30:45	2006-02-12 22:30:45	15	15	.	correct	0	0	1	.	Single-KC	150	0.5792	KC202	1	
7100	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Je ne prends pas de lait dans mon café.	2	Opp#2 ANSWER	2006-02-12 22:30:45	2006-02-12 22:30:50	2006-02-12 22:30:50	2006-02-12 22:30:50	5	5	.	correct	0	0	1	.	Single-KC	151	0.5790	KC78	1	
7101	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Parce que j'ai horreur du lait.	2	Opp#2 ANSWER	2006-02-12 22:30:50	2006-02-12 22:30:55	2006-02-12 22:30:55	2006-02-12 22:30:55	5	5	.	correct	0	0	1	.	Single-KC	152	0.5788	KC449	1	
7102	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	J'adore le café.	2	Opp#2 ANSWER	2006-02-12 22:30:55	2006-02-12 22:31:15		2006-02-12 22:31:26	31	.	31	incorrect	3	0	0	.	Single-KC	153	0.5786			
7103	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	A midi, je mange au restau-u avec mes amis.	2	Opp#2 ANSWER	2006-02-12 22:31:26	2006-02-12 22:31:31	2006-02-12 22:31:31	2006-02-12 22:31:31	5	5	.	correct	0	0	1	.	Single-KC	154	0.5784	KC320	1	
7104	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Je prends souvent un sandwich ou une pizza.	2	Opp#2 ANSWER	2006-02-12 22:31:31	2006-02-12 22:31:36	2006-02-12 22:31:36	2006-02-12 22:31:36	5	5	.	correct	0	0	1	.	Single-KC	155	0.5782	KC100	1	
7105	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Le soir je mange chez moi avec mes parents.	2	Opp#2 ANSWER	2006-02-12 22:31:36	2006-02-12 22:31:42	2006-02-12 22:31:42	2006-02-12 22:31:42	6	6	.	correct	0	0	1	.	Single-KC	156	0.5780	KC10	1	
7106	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Nous mangeons un repas complet.	2	Opp#2 ANSWER	2006-02-12 22:31:42	2006-02-12 22:31:46	2006-02-12 22:31:46	2006-02-12 22:31:46	4	4	.	correct	0	0	1	.	Single-KC	157	0.5778	KC36	1	
7107	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Avec une_entrée, un plat principal, du fromage et un dessert.	2	Opp#2 ANSWER	2006-02-12 22:31:46	2006-02-12 22:31:54	2006-02-12 22:31:54	2006-02-12 22:31:54	8	8	.	correct	0	0	1	.	Single-KC	158	0.5776	KC391	1	
7108	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Moi, je n'aime pas le vin.	2	Opp#2 ANSWER	2006-02-12 22:31:54	2006-02-12 22:31:59	2006-02-12 22:31:59	2006-02-12 22:31:59	5	5	.	correct	0	0	1	.	Single-KC	159	0.5774	KC368	1	
7109	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Mais j'ai souvent très soif.	2	Opp#2 ANSWER	2006-02-12 22:31:59	2006-02-12 22:32:08	2006-02-12 22:32:08	2006-02-12 22:32:08	9	9	.	correct	0	0	1	.	Single-KC	160	0.5772	KC303	1	
7110	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Je bois donc de l'eau.	2	Opp#2 ANSWER	2006-02-12 22:32:08	2006-02-12 22:32:30		2006-02-12 22:32:32	24	.	24	incorrect	3	0	0	.	Single-KC	161	0.5771	KC400	1	
7111	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	J'adore le café.	3	Opp#3 ANSWER	2006-02-12 22:32:32	2006-02-12 22:32:51		2006-02-12 22:32:56	24	.	24	incorrect	3	0	0	.	Single-KC	162	0.5769			
7112	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Je bois donc de l'eau.	3	Opp#3 ANSWER	2006-02-12 22:32:56	2006-02-12 22:33:05		2006-02-12 22:33:13	17	.	17	incorrect	2	0	0	.	Single-KC	163	0.5767			
7113	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	J'adore le café.	4	Opp#4 ANSWER	2006-02-12 22:33:13	2006-02-12 22:33:33	2006-02-12 22:33:33	2006-02-12 22:33:33	20	20	.	correct	0	0	1	.	Single-KC	164	0.5765			
7114	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 L5a	Je bois donc de l'eau.	4	Opp#4 ANSWER	2006-02-12 22:33:33	2006-02-12 22:33:40	2006-02-12 22:33:40	2006-02-12 22:33:40	7	7	.	correct	0	0	1	.	Single-KC	165	0.5763			
7115	All Data	Stu_b8c11212131969387df7bb100e95bb6e	 4atest	quatre millions de musulmans	1	Opp#1 ANSWER	2006-04-12 00:47:32	2006-04-12 00:47:32		2006-04-12 00:47:32	0	.	0	incorrect	1	0	0	.	Single-KC	166	0.5761	KC84	1	
